Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions Excl. Advances,FOB Liq,FOB per Case,Advance Pct Of FOB
BORQUEZ,24TRA104714,1680.0,40320.0,8957.5,31362.5,18.668154761904763,0.0
BORQUEZ,24TRA104716,2340.0,47394.0,11080.1,36313.9,15.518760683760684,0.0
BORQUEZ,24TRA104718,1440.0,35978.55,7647.94,28330.610000000004,19.674034722222224,0.0
BORQUEZ,24TRA104723,2240.0,46356.31,9808.42,36547.89,16.316022321428573,0.0
BORQUEZ,24TRA104724,1040.0,23961.510000000002,5232.7,18728.81,18.008471153846155,0.0
BORQUEZ,24TRA104726,1760.0,33229.0,7659.36,25569.64,14.528204545454544,0.0
BORQUEZ,24TRA104727,1760.0,33290.5,7455.58,25834.92,14.678931818181818,0.0
BORQUEZ,24TRA104728,1760.0,34750.5,7703.62,27046.88,15.367545454545455,0.0
BORQUEZ,24TRA104729,1820.0,32984.5,7492.7,25491.8,14.006483516483517,0.0
BORQUEZ,24TRA104730,1430.0,14700.6,4113.09,10587.51,7.403853146853147,0.0
BORQUEZ,24TRA104733,0.0,0.0,1653.4,-1653.4,,-0.0
BORQUEZ,24TRA104737,2130.0,34561.5,8002.780000000001,26558.72,12.468882629107982,0.0
BORQUEZ,24TRA104738,1650.0,36517.5,7910.68,28606.82,17.337466666666668,0.0
BORQUEZ,24TRA104739,1760.0,33352.0,7285.8,26066.2,14.81034090909091,0.0
BORQUEZ,24TRA104740,2520.0,35518.5,8138.88,27379.62,10.864928571428571,0.0
BORQUEZ,24TRA104741,2520.0,44421.12,9532.18,34888.94,13.844817460317461,0.0
BORQUEZ,24TRA104744,1650.0,42967.5,8899.18,34068.32,20.647466666666666,0.0
BORQUEZ,24TRA104745,1980.0,29106.0,7129.9,21976.1,11.099040404040403,0.0
BORQUEZ,24TRA104746,2100.0,8291.38,9753.460000000001,-1462.0800000000017,-0.6962285714285723,-0.0
BORQUEZ,24TRA104747,1460.0,20100.48,6118.98,13981.5,9.5763698630137,0.0
BORQUEZ,24TRA104752,1980.0,34908.33,7391.77,27516.56,13.897252525252526,0.0
BORQUEZ,24TRA104753,2520.0,41872.5,9380.880000000001,32491.62,12.8935,0.0
BORQUEZ,24TRA104756,1650.0,7665.83,8861.720000000001,-1195.8900000000012,-0.724781818181819,-0.0
BORQUEZ,24TRA104757,1680.0,35280.0,8167.0,27113.0,16.138690476190476,0.0
BORQUEZ,24TRA104758,1695.0,35505.0,8772.26,26732.739999999998,15.771528023598819,0.0
BORQUEZ,24TRA104762,675.0,13500.0,3438.75,10061.25,14.905555555555555,0.0
BORQUEZ,24TRA104764,2240.0,46548.0,10952.7,35595.3,15.89075892857143,0.0
BORQUEZ,24TRA104765,2310.0,31934.260000000002,9856.02,22078.24,9.557679653679655,0.0
BORQUEZ,24TRA104766,2100.0,42202.5,10107.880000000001,32094.62,15.28315238095238,0.0
BORQUEZ,24TRA104767,2107.0,14585.939999999999,5489.29,9096.649999999998,4.3173469387755095,0.0
BORQUEZ,24TRA104768,2340.0,31936.2,8592.7,23343.5,9.9758547008547,0.0
BORQUEZ,24TRA104771,1980.0,29601.0,7014.26,22586.739999999998,11.407444444444444,0.0
BORQUEZ,24TRA104772,1980.0,28021.5,6682.78,21338.72,10.777131313131314,0.0
BORQUEZ,24TRA104773,1650.0,34650.0,8065.0,26585.0,16.112121212121213,0.0
BORQUEZ,24TRA104774,2520.0,37674.0,8808.74,28865.260000000002,11.454468253968255,0.0
BORQUEZ,24TRA104775,2520.0,29200.5,6947.5599999999995,22252.940000000002,8.830531746031747,0.0
BORQUEZ,24TRA104776,2100.0,49050.0,10914.6,38135.4,18.159714285714287,0.0
BORQUEZ,24TRA104777,1470.0,30508.5,7548.55,22959.95,15.619013605442177,0.0
BORQUEZ,24TRA104779,2520.0,39753.0,9047.95,30705.05,12.18454365079365,0.0
BORQUEZ,24TRA104781,2520.0,31747.5,7641.849999999999,24105.65,9.565734126984127,0.0
BORQUEZ,24TRA104782,1425.0,32062.5,7420.96,24641.54,17.292308771929825,0.0
BORQUEZ,24TRA104784,2235.0,43385.25,9215.86,34169.39,15.288317673378076,0.0
BORQUEZ,24TRA104785,2520.0,45684.0,9159.6,36524.4,14.493809523809524,0.0
BORQUEZ,24TRA104787,2520.0,44658.0,9725.7,34932.3,13.86202380952381,0.0
BORQUEZ,24TRA104788,2520.0,44851.14,9538.68,35312.46,14.012880952380952,0.0
BORQUEZ,24TRA104790,2520.0,37975.5,8868.460000000001,29107.04,11.550412698412698,0.0
BORQUEZ,24TRA104800,1980.0,34480.38,7845.0599999999995,26635.32,13.452181818181819,0.0
BORQUEZ,24TRA104801,1980.0,27951.9,6451.8,21500.100000000002,10.858636363636364,0.0
BORQUEZ,24TRA104804,2520.0,43524.0,9493.1,34030.9,13.504325396825397,0.0
BORQUEZ,24TRA104805,1530.0,32220.0,7512.53,24707.47,16.14867320261438,0.0
BORQUEZ,24TRA104807,2100.0,48195.0,10792.32,37402.68,17.8108,0.0
BORQUEZ,24TRA104808,2415.0,40304.25,9237.26,31066.989999999998,12.864178053830226,0.0
BORQUEZ,24TRA104809,1980.0,23103.99,6097.13,17006.86,8.589323232323233,0.0
BORQUEZ,24TRA104810,150.0,3150.0,1154.5,1995.5,13.303333333333333,0.0
BORQUEZ,24TRA104815,1980.0,29106.0,26697.9,2408.0999999999985,1.2162121212121204,0.0
BORQUEZ,24TRA104816,1350.0,20055.45,12292.83,7762.620000000001,5.7500888888888895,0.0
BORQUEZ,24TRA104820,2520.0,37550.07,9495.14,28054.93,11.13290873015873,0.0
BORQUEZ,24TRA104823,1440.0,22104.0,5860.18,16243.82,11.280430555555556,0.0
BORQUEZ,24TRA104825,1980.0,28165.5,7802.88,20362.62,10.284151515151514,0.0
BORQUEZ,24TRA104826,1980.0,34596.0,8882.9,25713.1,12.98641414141414,0.0
BORQUEZ,24TRA104827,1980.0,33660.0,8371.5,25288.5,12.771969696969697,0.0
BORQUEZ,24TRA104831,2100.0,39195.0,10238.32,28956.68,13.788895238095238,0.0
BORQUEZ,24TRA104832,1500.0,33300.0,8632.8,24667.2,16.4448,0.0
BORQUEZ,24TRA104833,2235.0,35473.5,9199.77,26273.73,11.75558389261745,0.0
BORQUEZ,24TRA104836,450.0,9450.0,2323.95,7126.05,15.835666666666667,0.0
